commit	file	test	start	end	new	classes	sources	subjects	subject_witnesses	destinations	impact	evidence	bindings	needles
1f1d2daa	src/animation.rs	animation::tests::a_declared_screen_this_window_will_not_hold_is_refused_before_it_is_allocated	1708	1744	existing	"[""named body / positive requirement"", ""scoped negative""]"	"[""include_str!(\""animation.rs\"")""]"	"[""open""]"	"{""open"": [{""symbol"": ""impl TabRename::open"", ""start"": 21246, ""end"": 21250, ""moves"": false}]}"	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/animation.rs:1709 animation::tests::a_declared_screen_this_window_will_not_hold_is_refused_before_it_is_allocated::SOURCE""]"	"[""\""animation.rs\"""", ""\""\\nfn open(\"""", ""\""the container walk is a free function in this file\"""", ""\""\\n}\\n\"""", ""\""and it ends\"""", ""\""MAX_ANIMATION_SIDE_PX\"""", ""\""the declared screen is judged against the side this window can draw\"""", ""\""MAX_ANIMATION_FRAME_BYTES\"""", ""\""and against what one frame of it would cost\"""", ""\""AnimationCursor::over(\"""", ""\""and the canvas comes after\"""", ""\""the screen is judged before a pixel is allocated:\\n{walk}\"""", ""\""next_frames(\"""", ""\""the judge does not decode: its callers ask for the frames they want:\\n{walk}\"""", ""\""a {side}-square logical screen is over this window's ceiling\""""]"
1f1d2daa	src/animation.rs	animation::tests::a_gif_past_the_encoded_cap_is_not_read_whole	1772	1801	existing	"[""named body / positive requirement"", ""scoped negative""]"	"[""include_str!(\""animation.rs\"")""]"	"[""decode"", ""file_source""]"	"{""decode"": [], ""file_source"": []}"	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/animation.rs:1773 animation::tests::a_gif_past_the_encoded_cap_is_not_read_whole::SOURCE""]"	"[""\""animation.rs\"""", ""\""\\npub fn decode(\"""", ""\""\\nfn file_source(\"""", ""\""the file reader is a free function in this file\"""", ""\""\\n}\\n\"""", ""\""and it ends\"""", ""\""fs::read(\"""", ""\""a file is read behind a cap and not whole:\\n{reader}\"""", ""\""past-the-cap\"""", ""\""a file this test owns\"""", ""\""a file of a declared length\"""", ""\""a file past the cap is refused on its length, and says so\""""]"
1f1d2daa	src/animation.rs	animation::tests::the_loop_comes_round_by_seeking_the_file_not_by_holding_it	2436	2484	existing	"[""named body / positive requirement"", ""scoped negative""]"	"[""include_str!(\""animation.rs\"")""]"	"[""start_again""]"	"{""start_again"": []}"	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/animation.rs:2460 animation::tests::the_loop_comes_round_by_seeking_the_file_not_by_holding_it::SOURCE""]"	"[""\""the-loop-seeks\"""", ""\""a file-backed animation opens\"""", ""\""the first turn\"""", ""\""and the second, which begins at frame zero again\"""", ""\""animation.rs\"""", ""\""    fn start_again(&mut self) -> bool {\"""", ""\""the loop's own function is in this file\"""", ""\""\\n    }\\n\"""", ""\""and it ends\"""", ""\""restart()\"""", ""\""coming round is a seek on the source:\\n{again}\"""", ""\""Arc::clone(&self.bytes)\"""", ""\""and not a second reader over a held copy of the file:\\n{again}\"""", ""\""pub struct AnimationCursor {\"""", ""\""the cursor is declared in this file\"""", ""\""\\n}\\n\"""", ""\""and it ends\"""", ""\""Arc<[u8]>\"""", ""\""the cursor holds no copy of the file:\\n{declared}\""""]"
1f1d2daa	src/attention_codex.rs	attention_codex::tests::the_only_file_this_writes_is_the_one_the_environment_names	580	608	existing	"[""named body / positive requirement"", ""whole-source prohibition""]"	"[""include_str!(\""attention_codex.rs\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/attention_codex.rs:580 attention_codex::tests::the_only_file_this_writes_is_the_one_the_environment_names""]"	"[""r\""D:\\scratch\\codex-home\"""", ""r\""C:\\Users\\someone\"""", ""r\""D:\\scratch\\codex-home\"""", ""\""\"""", ""r\""C:\\Users\\someone\"""", ""r\""C:\\Users\\someone\"""", ""\""\"""", ""\""attention_codex.rs\"""", ""\""current\"""", ""\""_dir\"""", ""\""project\"""", ""\""_dir\"""", ""\""`{reaching}` would let a working directory decide where automation is written\"""", ""r\""D:\\scratch\\codex-home\""""]"
1f1d2daa	src/attention_codex.rs	attention_codex::tests::the_line_this_installs_is_this	616	623	existing	"[""source fixture / path (§6.2(c))""]"	"[""include_str!(\""../../../docs/plans/attention/codex-notify.toml\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/attention_codex.rs:626 attention_codex::tests::EXPECTED_LINE""]"	"[""r\""C:\\folio\\folio.exe\""""]"
1f1d2daa	src/attention_codex.rs	attention_codex::tests::an_unreadable_configuration_file_is_never_written_over	771	777	existing	"[""named body / positive requirement""]"	"[""include_str!(\""attention_codex.rs\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/attention_codex.rs:771 attention_codex::tests::an_unreadable_configuration_file_is_never_written_over""]"	"[""\""model = = \\\""gpt-5\\\""\\n\"""", ""\""attention_codex.rs\"""", ""\""is not one this build can read\""""]"
1f1d2daa	src/attention_codex.rs	attention_codex::tests::a_configuration_file_that_could_not_be_read_is_never_written_over	789	811	NEW	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""unreadable\"""", ""b\""# caf\\xe9\\nmodel = \\\""gpt-5\\\""\\n\"""", ""\""the user's own file\"""", ""\""still there\"""", ""\""nothing was written beside it either\"""", ""\""still there\""""]"
1f1d2daa	src/attention_codex.rs	attention_codex::tests::a_configuration_file_that_is_not_there_is_the_one_that_gets_created	815	828	NEW	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""absent\"""", ""\""a first install leaves one file: no copy of nothing, no temporary\""""]"
1f1d2daa	src/attention_codex.rs	attention_codex::tests::a_configuration_file_that_is_there_is_copied_before_it_is_changed	832	850	NEW	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""copied\"""", ""\""# mine\\nmodel = \\\""gpt-5\\\""\\n\"""", ""\""the user's own file\"""", ""\""read back\"""", ""\""# mine\"""", ""\""{written}\"""", ""\""{written}\"""", ""\""{CONFIG_FILE}.bak-{}\"""", ""\""the copy\"""", ""\""the copy beside it is the file as it was\""""]"
1f1d2daa	src/attention_copilot.rs	attention_copilot::tests::attention_two_live_copies_require_takeover_and_preserve_bytes	890	921	NEW	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""CARGO_MANIFEST_DIR\"""", ""\""../../target/tb-tests\"""", ""\""copilot-\"""", ""\""two-copies\"""", ""\""A space $ ` ' 中文\"""", ""\""folio.exe\"""", ""\""B\"""", ""\""folio.exe\"""", ""b\""a copy of Folio\"""", ""\""settings.json\"""", ""\""another live executable must require explicit take-over: {result:?}\"""", ""\""cleanup must leave a live other owner: {result:?}\""""]"
1f1d2daa	src/attention_copilot.rs	attention_copilot::tests::the_only_file_this_writes_is_the_one_the_environment_names	1009	1046	existing	"[""named body / positive requirement"", ""whole-source prohibition""]"	"[""include_str!(\""attention_copilot.rs\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/attention_copilot.rs:1009 attention_copilot::tests::the_only_file_this_writes_is_the_one_the_environment_names""]"	"[""r\""D:\\scratch\\copilot-home\"""", ""r\""C:\\Users\\someone\"""", ""r\""D:\\scratch\\copilot-home\"""", ""\""\"""", ""r\""C:\\Users\\someone\"""", ""r\""C:\\Users\\someone\"""", ""\""\"""", ""\""upstream loads *.json from the hooks directory, and only from there\"""", ""\""attention_copilot.rs\"""", ""\""current\"""", ""\""_dir\"""", ""\""project\"""", ""\""_dir\"""", ""\""`{reaching}` would let a working directory decide where automation is written\"""", ""r\""D:\\scratch\\copilot-home\""""]"
1f1d2daa	src/attention_copilot.rs	attention_copilot::tests::the_file_this_installs_is_this	1055	1064	existing	"[""source fixture / path (§6.2(c))""]"	"[""include_str!(\""../../../docs/plans/attention/copilot-hooks.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/attention_copilot.rs:1067 attention_copilot::tests::EXPECTED_FILE""]"	"[""r\""C:\\folio\\folio.exe\"""", ""\""render\""""]"
1f1d2daa	src/attention_copilot.rs	attention_copilot::tests::the_notification_hook_is_narrowed_to_the_two_subtypes_that_are_waits	1079	1114	existing	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""hooks\"""", ""\""hooks\"""", ""\""`notification.permission_prompt` is a Folio spelling, not an upstream event name\"""", ""\""notification\"""", ""\""array\"""", ""\""matcher\"""", ""\""permission_prompt\"""", ""\""elicitation_dialog\"""", ""\""the bare subtype name, because upstream anchors it as `^(?:PATTERN)$` itself\"""", ""\""agent_idle\"""", ""\""agent_completed\"""", ""\""shell_completed\"""", ""\""shell_detached_completed\"""", ""\""{refused} is a completion, and a completion is not somebody waiting for you\"""", ""\""userPromptSubmitted\"""", ""\""agentStop\"""", ""\""sessionEnd\"""", ""\""array\"""", ""\""matcher\"""", ""\""{event} has no subtypes\"""", ""\""four upstream event names, five rows\""""]"
1f1d2daa	src/attention_copilot.rs	attention_copilot::tests::every_command_says_which_upstream_it_speaks_for_and_hands_over_nothing	1118	1133	CHANGED	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""hooks\"""", ""\""exec\"""", ""\""type\"""", ""\""command\"""", ""\""timeoutSec\"""", ""\""args\"""", ""\""attention\"""", ""\""args\"""", ""\""copilot:\"""", ""\""args\"""", ""\""bash\"""", ""\""powershell\"""", ""\""command\""""]"
1f1d2daa	src/attention_copilot.rs	attention_copilot::tests::a_mac_install_writes_direct_exec_without_shell_quoting	1137	1146	NEW	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""/Users/a $ ` ' 中文/Folio.app/Contents/MacOS/folio\"""", ""\""hooks\"""", ""\""exec\""""]"
1f1d2daa	src/attention_copilot.rs	attention_copilot::tests::what_is_written_never_carries_two_layers_of_one_request	1151	1164	existing	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	[]
1f1d2daa	src/attention_copilot.rs	attention_copilot::tests::taking_it_back_out_leaves_the_directory_that_was_there	1172	1194	existing	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""identity\"""", ""\""a scratch directory\"""", ""\""mine.json\"""", ""\""{\\\""version\\\"":1}\\n\"""", ""\""their file\"""", ""\""{}\\n\"""", ""\""install\"""", ""\""uninstall\"""", ""\""nothing of ours is left behind\"""", ""\""their file\"""", ""\""{\\\""version\\\"":1}\\n\"""", ""\""a hook file beside ours is one upstream also runs, and it is not ours to edit\"""", ""\""the directory\""""]"
1f1d2daa	src/attention_copilot.rs	attention_copilot::tests::a_hook_file_that_could_not_be_read_is_never_written_over	1205	1229	NEW	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""unreadable\"""", ""\""a scratch directory\"""", ""b\""{\\\""version\\\"":1,\\\""note\\\"":\\\""caf\\xe9\\\""}\\n\"""", ""\""the user's own file\"""", ""\""still there\"""", ""\""the directory\"""", ""\""nothing was written beside it either\"""", ""\""it is still there\""""]"
1f1d2daa	src/attention_copilot.rs	attention_copilot::tests::a_file_at_our_name_that_is_not_ours_is_left_exactly_where_it_is	1234	1277	CHANGED	"[""named body / positive requirement""]"	"[""include_str!(\""attention_copilot.rs\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/attention_copilot.rs:1234 attention_copilot::tests::a_file_at_our_name_that_is_not_ours_is_left_exactly_where_it_is""]"	"[""r#\""{\""version\"":1,\""hooks\"":{\""agentStop\"":[{\""command\"":\""say done\""}]}}\""#"", ""\""fixture\"""", ""\""attention_copilot.rs\"""", ""\""a hook file of your own already stands under that name\"""", ""\""is not one this build can read\"""", ""\""bash\"""", ""\""powershell\"""", ""\""command\"""", ""r#\""{{\""{column}\"":\""folio.exe attention copilot:agentStop\""}}\""#"", ""\""fixture\"""", ""\""a bare program cannot prove ownership: {column}\"""", ""\""powershell\"""", ""\""say done\"""", ""\""hooks\"""", ""\""agentStop\"""", ""\""array\"""", ""\""powershell\"""", ""\""say done\"""", ""\""it does carry our block, which is exactly why the name is not enough\"""", ""\""version\""""]"
1f1d2daa	src/attention_copilot.rs	attention_copilot::tests::the_settings_file_is_read_and_never_written	1387	1410	existing	"[""named body / positive requirement"", ""whole-source prohibition""]"	"[""include_str!(\""attention_copilot.rs\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/attention_copilot.rs:1387 attention_copilot::tests::the_settings_file_is_read_and_never_written""]"	"[""\""attention_copilot.rs\"""", ""\""write(&settings\"""", ""\""_path\"""", ""\""the user's settings file is somebody else's and this module only reads it\"""", ""r#\""{\""disableAllHooks\"":true}\""#"", ""r#\""{\""disableAllHooks\"":false}\""#"", ""r#\""{\""beep\"":true}\""#"", ""\""{}\"""", ""\""fixture\"""", ""\""{text}\""""]"
1f1d2daa	src/attention_hooks.rs	attention_hooks::tests::attention_two_live_copies_require_takeover_and_preserve_bytes	952	983	NEW	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""CARGO_MANIFEST_DIR\"""", ""\""../../target/tb-tests\"""", ""\""hooks-\"""", ""\""two-copies\"""", ""\""A space $ ` ' 中文\"""", ""\""folio.exe\"""", ""\""B\"""", ""\""folio.exe\"""", ""b\""a copy of Folio\"""", ""\""settings.json\"""", ""\""another live executable must require explicit take-over: {result:?}\"""", ""\""cleanup must leave a live other owner: {result:?}\""""]"
1f1d2daa	src/attention_hooks.rs	attention_hooks::tests::the_only_file_this_writes_is_the_one_the_environment_names	1012	1056	existing	"[""named body / positive requirement"", ""whole-source prohibition""]"	"[""include_str!(\""attention_hooks.rs\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/attention_hooks.rs:1012 attention_hooks::tests::the_only_file_this_writes_is_the_one_the_environment_names""]"	"[""r\""D:\\scratch\\claude-home\"""", ""r\""C:\\Users\\someone\"""", ""r\""D:\\scratch\\claude-home\"""", ""\""\"""", ""r\""C:\\Users\\someone\"""", ""r\""C:\\Users\\someone\"""", ""\""\"""", ""\""attention_hooks.rs\"""", ""\""current\"""", ""\""_dir\"""", ""\""project\"""", ""\""_dir\"""", ""\""`{reaching}` would let a working directory decide where automation is written\"""", ""r\""D:\\scratch\\claude-home\"""", ""r\""C:\\Users\\someone\""""]"
1f1d2daa	src/attention_hooks.rs	attention_hooks::tests::what_is_written_never_carries_two_layers_of_one_request	1094	1121	existing	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""installing both layers of a kind turns one request into two credentials\"""", ""\""{} is a fallback, and the fallback is only for a build that cannot have the \\\n                 primary — which is a question with no interface to ask it today\""""]"
1f1d2daa	src/attention_hooks.rs	attention_hooks::tests::no_hook_this_writes_can_hold_up_an_approval	1125	1144	existing	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""hooks\"""", ""\""hooks\"""", ""\""groups\"""", ""\""hooks\"""", ""\""hooks\"""", ""\""async\"""", ""\""a synchronous signal hook sits between the user and every approval: \\\n                         {hook}\"""", ""\""type\"""", ""\""command\""""]"
1f1d2daa	src/attention_hooks.rs	attention_hooks::tests::a_notification_subtype_is_registered_as_a_matcher	1149	1178	existing	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""hooks\"""", ""\""hooks\"""", ""\""`Notification.permission_prompt` is a Folio spelling, not an upstream event name\"""", ""\""Notification\"""", ""\""array\"""", ""\""matcher\"""", ""\""agent_needs_input\"""", ""\""quota_auto_resume_stale\"""", ""\""elicitation_complete\"""", ""\""elicitation_response\"""", ""\""agent_completed\"""", ""\""quota_auto_resume_fired\"""", ""\""quota_auto_resume_disabled\"""", ""\""idle_prompt\"""", ""\""`idle_prompt` is the upstream spelling of `output has been quiet for N seconds`, and \\\n             a ruling already refused that as evidence of waiting\""""]"
1f1d2daa	src/attention_hooks.rs	attention_hooks::tests::taking_them_back_out_leaves_what_was_there	1182	1221	CHANGED	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""r#\""{\n                \""model\"": \""opus\"",\n                \""hooks\"": {\n                    \""Stop\"": [\n                        { \""hooks\"": [ { \""type\"": \""command\"", \""command\"": \""say done\"" } ] }\n                    ],\n                    \""PreToolUse\"": [\n                        { \""matcher\"": \""Bash\"", \""hooks\"": [ { \""type\"": \""command\"", \""command\"": \""lint\"" } ] }\n                    ]\n                }\n            }\""#"", ""\""fixture\"""", ""\""hooks\"""", ""\""Stop\"""", ""\""array\"""", ""\""hooks\"""", ""\""command\"""", ""\""say done\"""", ""\""hooks\"""", ""\""command\"""", ""\""hooks\"""", ""\""args\"""", ""\""attention\"""", ""\""claude-code:Stop\"""", ""\""--json\"""", ""\""-\"""", ""\""uninstalling must hand back the file that was there, byte for byte in structure\""""]"
1f1d2daa	src/attention_hooks.rs	attention_hooks::tests::installing_twice_changes_nothing_the_second_time	1225	1238	CHANGED	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""an install that was already done is not a change\"""", ""\""and neither is a removal of what is not there\""""]"
1f1d2daa	src/attention_hooks.rs	attention_hooks::tests::a_dead_owner_can_be_replaced_after_moving_folio	1242	1259	NEW	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""portable/folio.exe\"""", ""\""a rewrite from a new location is a change\"""", ""\""hooks\"""", ""\""PermissionRequest\"""", ""\""array\"""", ""\""the old entry was replaced, not doubled\"""", ""\""hooks\"""", ""\""command\"""", ""\""command\"""", ""\""portable\""""]"
1f1d2daa	src/attention_hooks.rs	attention_hooks::tests::the_block_this_installs_is_this	1308	1319	existing	"[""source fixture / path (§6.2(c))""]"	"[""include_str!(\""../../../docs/plans/attention/claude-hooks.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/attention_hooks.rs:1365 attention_hooks::tests::EXPECTED_BLOCK""]"	"[""r\""C:\\folio\\folio.exe\"""", ""\""render\""""]"
1f1d2daa	src/attention_hooks.rs	attention_hooks::tests::the_block_a_mac_installs_is_the_same_direct_exec_block	1323	1349	NEW	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""/Applications/Folio.app/Contents/MacOS/folio\"""", ""\""hooks\"""", ""\""hooks\"""", ""\""hooks\"""", ""\""hooks\"""", ""\""the two machines install the same events\"""", ""\""direct exec has identical structure on every platform\"""", ""\""/Applications/Folio.app/Contents/MacOS/folio\""""]"
1f1d2daa	src/attention_hooks.rs	attention_hooks::tests::a_landing_is_whole_or_it_is_nothing_at_all	1431	1475	CHANGED	"[""named body / positive requirement"", ""scoped negative"", ""arity / uniqueness""]"	"[""include_str!(\""attention_codex.rs\"")"", ""include_str!(\""attention_copilot.rs\"")"", ""include_str!(\""attention_hooks.rs\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/attention_hooks.rs:1431 attention_hooks::tests::a_landing_is_whole_or_it_is_nothing_at_all""]"	"[""\""fs::\"""", ""\""write(\"""", ""\""bt_persist::\"""", ""\""atomic_write(\"""", ""\""#[cfg(\"""", ""\""test)]\"""", ""\""attention_hooks.rs\"""", ""\""the only raw write left in this module is `land`'s dated copy\"""", ""\""and the target is replaced through the one atomic writer\"""", ""\""attention_codex\"""", ""\""attention_codex.rs\"""", ""\""attention_copilot\"""", ""\""attention_copilot.rs\"""", ""\""{name} writes a configuration file behind `land`'s back\"""", ""\""config.\"""", ""\""land(\"""", ""\""{name} must land its bytes through the one writer, on the one resolution\""""]"
1f1d2daa	src/attention_hooks.rs	attention_hooks::tests::a_copy_that_cannot_be_kept_refuses_to_write	1491	1512	CHANGED	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""nobackup\"""", ""\""settings.json\"""", ""\""{\\\""model\\\"":\\\""opus\\\""}\\n\"""", ""\""the user's own file\"""", ""\""read back\"""", ""\""json.bak-{}\"""", ""\""a directory in the copy's place\"""", ""\""json\"""", ""b\""{}\\n\"""", ""\""a copy that cannot be kept is a refusal\"""", ""\""still there\"""", ""\""and the user's own file is untouched by it\""""]"
1f1d2daa	src/attention_hooks.rs	attention_hooks::tests::what_lands_is_the_file_and_nothing_beside_it	1520	1564	CHANGED	"[""source fixture / path (§6.2(c))""]"	[]	"[""read""]"	"{""read"": [{""symbol"": ""printed_path_provenance_tests::impl Ledger<'_>::read"", ""start"": 130493, ""end"": 130500, ""moves"": false}]}"	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""landed\"""", ""\""settings.json\"""", ""\""\"""", ""\""json\"""", ""b\""first\\n\"""", ""\""read\"""", ""\""first\\n\"""", ""\""settings.json\"""", ""\""a first landing leaves one file: no copy of nothing, no temporary\"""", ""\""first\\n\"""", ""\""json\"""", ""b\""second\\n\"""", ""\""read\"""", ""\""second\\n\"""", ""\""settings.json.bak-{}\"""", ""\""settings.json\"""", ""\""the copy\"""", ""\""first\\n\"""", ""\""second\\n\"""", ""\""json\"""", ""b\""third\\n\"""", ""\""the copy\"""", ""\""first\\n\"""", ""\""the copy kept is of what was there before the first write of the day\"""", ""\""settings.json\""""]"
1f1d2daa	src/attention_hooks.rs	attention_hooks::tests::a_settings_file_that_could_not_be_read_is_never_written_over	1576	1598	NEW	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""unreadable\"""", ""b\""{\\\""model\\\"":\\\""caf\\xe9\\\""}\\n\"""", ""\""the user's own file\"""", ""\""still there\"""", ""\""nothing was written beside it either\"""", ""\""still there\""""]"
1f1d2daa	src/attention_hooks.rs	attention_hooks::tests::a_settings_file_that_is_not_there_is_the_one_that_gets_created	1602	1615	NEW	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""absent\"""", ""\""a first install leaves one file: no copy of nothing, no temporary\""""]"
1f1d2daa	src/attention_hooks.rs	attention_hooks::tests::a_settings_file_that_is_there_is_copied_before_it_is_changed	1619	1637	NEW	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""copied\"""", ""\""{\\n  \\\""model\\\"": \\\""opus\\\""\\n}\\n\"""", ""\""the user's own file\"""", ""\""read back\"""", ""\""\\\""model\\\""\"""", ""\""{written}\"""", ""\""claude-code:\"""", ""\""{written}\"""", ""\""{SETTINGS_FILE}.bak-{}\"""", ""\""the copy\"""", ""\""the copy beside it is the file as it was\""""]"
1f1d2daa	src/attention_ownership.rs	attention_ownership::tests::attention_untrusted_executable_and_bad_record_refuse_without_config_changes	399	437	NEW	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""refusal-{family}\"""", ""\""folio.exe\"""", ""\""config\"""", ""\""data\"""", ""\""codex\"""", ""\""# user's config\\n\"""", ""\""copilot\"""", ""\""\"""", ""\""{}\\n\"""", ""\""${CLAUDE_PROJECT_DIR}/folio.exe\"""", ""\""folio.exe\"""", ""\""/private/var/folders/a/b/AppTranslocation/c/Folio.app/Contents/MacOS/folio\"""", ""b\""{\\\""version\\\"":999}\""""]"
1f1d2daa	src/attention_ownership.rs	attention_ownership::tests::attention_malformed_future_schema_and_readonly_are_byte_identical	440	481	NEW	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""bad-config-{family}\"""", ""\""folio.exe\"""", ""\""config\"""", ""\""data\"""", ""\""claude\"""", ""\""{\\\""hooks\\\"":{\\\""Stop\\\"":{\\\""future\\\"":true}}}\"""", ""\""codex\"""", ""\""notify = { future = true }\"""", ""\""{\\\""version\\\"":999,\\\""hooks\\\"":{}}\"""", ""\""{broken\"""", ""\""{family}: {text}\""""]"
1f1d2daa	src/attention_ownership.rs	attention_ownership::tests::attention_codex_takeover_never_replaces_a_user_notifier	605	621	NEW	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""user-notifier\"""", ""\""folio.exe\"""", ""\""config.toml\"""", ""\""# keep this\\nnotify = ['my-notifier', '--user-option']\\n\"""", ""\""data\"""", ""\""codex already runs a notify program of your own\""""]"
1f1d2daa	src/attention_ownership.rs	attention_ownership::tests::attention_an_operation_resolves_its_configuration_once	704	777	NEW	"[""source fixture / path (§6.2(c))""]"	[]	"[""target""]"	"{""target"": [{""symbol"": ""clipboard_picture_race_tests::target"", ""start"": 123414, ""end"": 123420, ""moves"": false}]}"	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""one-resolution-{family}\"""", ""\""copy\"""", ""\""data\"""", ""\""claude\"""", ""\""json\"""", ""\""{\\\""model\\\"":\\\""theirs\\\""}\\n\"""", ""\""codex\"""", ""\""toml\"""", ""\""# theirs\\n\"""", ""\""json\"""", ""\""{\\\""version\\\"":1,\\\""hooks\\\"":{}}\\n\"""", ""\""named\"""", ""\""target\"""", ""\""elsewhere\"""", ""\""{family}: the injected resolution\"""", ""\""{family}\"""", ""\""{family}: resolved more than once\"""", ""\""attention\"""", ""\""{family}: the resolved target is what was written\"""", ""\""{extension}.bak-{}\"""", ""\""{family}\"""", ""\""{family}: {}\"""", ""\""{extension}.bak-{}\"""", ""\""{family}: a copy was kept beside a file this operation never read\""""]"
