commit	file	test	start	end	new	classes	sources	subjects	subject_witnesses	destinations	impact	evidence	bindings	needles
1f1d2daa	src/main.rs	files_locate_door_tests::a_document_in_a_float_says_what_the_disk_did_the_way_a_pane_does	109527	109596	existing	"[""named body / positive requirement"", ""scoped negative""]"	"[""include_str!(\""main.rs\"")""]"	"[""close_pane_notice"", ""float_head_tools"", ""float_layer"", ""float_notice_layer"", ""mouse_input"", ""notice_layers"", ""reload_preview_from_disk"", ""settle_pane_notices""]"	"{""close_pane_notice"": [{""symbol"": ""impl Runtime<'_>::close_pane_notice"", ""start"": 45499, ""end"": 45526, ""moves"": true}], ""float_head_tools"": [{""symbol"": ""impl Runtime<'_>::float_head_tools"", ""start"": 81881, ""end"": 81916, ""moves"": true}], ""float_layer"": [{""symbol"": ""impl Runtime<'_>::float_layer"", ""start"": 82142, ""end"": 82237, ""moves"": true}], ""float_notice_layer"": [{""symbol"": ""impl Runtime<'_>::float_notice_layer"", ""start"": 45369, ""end"": 45382, ""moves"": true}], ""mouse_input"": [{""symbol"": ""impl Runtime<'_>::mouse_input"", ""start"": 96129, ""end"": 97230, ""moves"": true}], ""notice_layers"": [{""symbol"": ""impl Runtime<'_>::notice_layers"", ""start"": 45239, ""end"": 45353, ""moves"": true}], ""reload_preview_from_disk"": [{""symbol"": ""impl Runtime<'_>::reload_preview_from_disk"", ""start"": 45538, ""end"": 45551, ""moves"": true}], ""settle_pane_notices"": [{""symbol"": ""impl Runtime<'_>::settle_pane_notices"", ""start"": 45013, ""end"": 45160, ""moves"": true}]}"	"{""close_pane_notice"": ""runtime/panes.rs"", ""float_head_tools"": ""runtime/floats.rs"", ""float_layer"": ""runtime/floats.rs"", ""float_notice_layer"": ""runtime/attention.rs"", ""mouse_input"": ""runtime/mouse.rs"", ""notice_layers"": ""runtime/attention.rs"", ""reload_preview_from_disk"": ""runtime/preview.rs"", ""settle_pane_notices"": ""runtime/panes.rs""}"	subject moves: retarget atomically	parsed dependency closure; inferred classification; see test body	"[""src/main.rs:109109 files_locate_door_tests::SOURCE""]"	"[""\""    fn settle_pane_notices(\"""", ""\""self.seats.preview_seats()\"""", ""\""self.preview_float_ids()\"""", ""\""NoticeHost::Float(id)\"""", ""\""the settle asks the tree and not the float host, so a torn-off document \\\n             owes a sentence nobody writes down:\\n{settle}\"""", ""\""    fn notice_layers(\"""", ""\""seats::news_pill_box(body, scale, content)\"""", ""\""the pass that lays the news out does not cut a pill out of the body it floats over, so a torn-off document has nowhere to say what the disk did:\\n{layers}\"""", ""\""    fn float_head_tools(\"""", ""\""notice:\"""", ""\""the window's chassis is still reserving a row for the strip:\\n{tools}\"""", ""\""    fn float_notice_layer(\"""", ""\""self.window.notice_layouts.get(&host)\"""", ""\""the window's band is measured a second time instead of read, so what is drawn \\\n             and what is pressed can disagree:\\n{float_layer}\"""", ""\""    fn float_layer(\"""", ""\""self.float_notice_layer(id)\"""", ""\""the window's band is not drawn in the float's own lane, so it lands under \\\n             the window it belongs to:\\n{lane}\"""", ""\""    fn mouse_input(\"""", ""\""self.press_notice(position)?\"""", ""\""the press router does not reach the strip's own door before the chrome, so the words on a window's pill land in the document instead of answering it\"""", ""\""    fn close_pane_notice(\"""", ""\""    fn reload_preview_from_disk(\"""", ""\""self.notice_surface(host)\"""", ""\""{signature} resolves its buffer from a seat, so the window's own verb \\\n                 finds nothing to spend\""""]"
1f1d2daa	src/main.rs	files_locate_door_tests::a_document_in_a_float_selects_the_way_it_does_in_a_pane	109612	109629	existing	"[""named body / positive requirement""]"	"[""include_str!(\""main.rs\"")""]"	"[""chrome_mouse_input"", ""drag_preview_text"", ""press_float""]"	"{""chrome_mouse_input"": [{""symbol"": ""impl Runtime<'_>::chrome_mouse_input"", ""start"": 95081, ""end"": 96098, ""moves"": true}], ""drag_preview_text"": [{""symbol"": ""impl Runtime<'_>::drag_preview_text"", ""start"": 61800, ""end"": 61852, ""moves"": true}], ""press_float"": [{""symbol"": ""impl Runtime<'_>::press_float"", ""start"": 80904, ""end"": 81103, ""moves"": true}]}"	"{""chrome_mouse_input"": ""runtime/mouse.rs"", ""drag_preview_text"": ""runtime/math.rs"", ""press_float"": ""runtime/mouse.rs""}"	subject moves: retarget atomically	parsed dependency closure; inferred classification; see test body	"[""src/main.rs:109109 files_locate_door_tests::SOURCE""]"	"[""\""    fn press_float(\"""", ""\""    fn chrome_mouse_input(\"""", ""\""self.press_preview_text(position)\"""", ""\""{signature} does not reach the rendered-page selection path, so a document \\\n                 selects on one host and not the other\"""", ""\""    fn drag_preview_text(\"""", ""\""self.preview_text_drag\"""", ""\""the float's selection drag spins up a second model instead of the pane's own\""""]"
1f1d2daa	src/main.rs	files_locate_door_tests::a_player_in_a_float_answers_the_hand_the_way_a_pane_does	109659	109678	existing	"[""named body / positive requirement""]"	"[""include_str!(\""main.rs\"")""]"	"[""chrome_mouse_input"", ""press_float""]"	"{""chrome_mouse_input"": [{""symbol"": ""impl Runtime<'_>::chrome_mouse_input"", ""start"": 95081, ""end"": 96098, ""moves"": true}], ""press_float"": [{""symbol"": ""impl Runtime<'_>::press_float"", ""start"": 80904, ""end"": 81103, ""moves"": true}]}"	"{""chrome_mouse_input"": ""runtime/mouse.rs"", ""press_float"": ""runtime/mouse.rs""}"	subject moves: retarget atomically	parsed dependency closure; inferred classification; see test body	"[""src/main.rs:109109 files_locate_door_tests::SOURCE""]"	"[""\""    fn press_float(\"""", ""\""    fn chrome_mouse_input(\"""", ""\""self.press_video_at(position)\"""", ""\""{signature} does not reach the player's press path, so a recording starts \\\n                 on one host and not the other\"""", ""\""    fn press_float(\"""", ""\""self.press_video_at(position)\"""", ""\""the float's press asks the player\"""", ""\""self.press_preview_text(position)\"""", ""\""the float's press reaches the document\"""", ""\""the document underneath answers before the player standing on it\""""]"
1f1d2daa	src/main.rs	files_locate_door_tests::a_player_on_a_glance_card_answers_the_hand_the_way_a_pane_does	109717	109738	existing	"[""named body / positive requirement""]"	"[""include_str!(\""main.rs\"")""]"	"[""press_file_peek""]"	"{""press_file_peek"": [{""symbol"": ""impl Runtime<'_>::press_file_peek"", ""start"": 73285, ""end"": 73380, ""moves"": true}]}"	"{""press_file_peek"": ""runtime/peek.rs""}"	subject moves: retarget atomically	parsed dependency closure; inferred classification; see test body	"[""src/main.rs:109109 files_locate_door_tests::SOURCE""]"	"[""\""    fn press_file_peek(\"""", ""\""self.press_video_at(position)\"""", ""\""the card's press does not reach the player's press path, so its own play disc \\\n             opens the pane it was drawn to make unnecessary\"""", ""\""file_peek::Press::Open =>\"""", ""\""the card's press has a face arm\"""", ""\""self.press_video_at(position)\"""", ""\""the card's face asks the player\"""", ""\""self.press_file_peek_door()\"""", ""\""the card's face reaches the door\"""", ""\""the door underneath answers before the player standing on it\""""]"
1f1d2daa	src/main.rs	files_locate_door_tests::a_card_withdraws_its_still_for_a_recording_the_way_it_does_for_an_animation	109768	109792	existing	"[""named body / positive requirement""]"	"[""include_str!(\""main.rs\"")""]"	"[""file_peek_card_layers""]"	"{""file_peek_card_layers"": [{""symbol"": ""impl Runtime<'_>::file_peek_card_layers"", ""start"": 72890, ""end"": 73262, ""moves"": true}]}"	"{""file_peek_card_layers"": ""runtime/peek.rs""}"	subject moves: retarget atomically	parsed dependency closure; inferred classification; see test body	"[""src/main.rs:109109 files_locate_door_tests::SOURCE""]"	"[""\""    fn file_peek_card_layers(\"""", ""\""let moving = \"""", ""\""the card has a clause that withdraws its still\"""", ""\""self.surface_is_playing_a_video(PreviewSurface::Peek)\"""", ""\""self.animation_running_on(PreviewSurface::Peek)\"""", ""\""the card's still is withdrawn without asking {half}, so it is painted over \\\n                 the moving picture it is one frame of\"""", ""\""_ if moving => None,\"""", ""\""the card's still is handed in whatever the clause decided\""""]"
1f1d2daa	src/main.rs	files_locate_door_tests::a_recording_on_an_overlay_host_is_drawn_into_a_layer_of_its_own	109831	109860	existing	"[""named body / positive requirement""]"	"[""include_str!(\""main.rs\"")""]"	"[""file_peek_layer"", ""float_layer""]"	"{""file_peek_layer"": [{""symbol"": ""impl Runtime<'_>::file_peek_layer"", ""start"": 72816, ""end"": 72888, ""moves"": true}], ""float_layer"": [{""symbol"": ""impl Runtime<'_>::float_layer"", ""start"": 82142, ""end"": 82237, ""moves"": true}]}"	"{""file_peek_layer"": ""runtime/peek.rs"", ""float_layer"": ""runtime/floats.rs""}"	subject moves: retarget atomically	parsed dependency closure; inferred classification; see test body	"[""src/main.rs:109109 files_locate_door_tests::SOURCE""]"	"[""\""    fn float_layer(\"""", ""\"".float_video_level\"""", ""\""    fn file_peek_layer(\"""", ""\""self.window.file_peek_level = Some(\"""", ""\""{signature} writes {ledger}\"""", ""\""layers.push(\"""", ""\""{signature} names a recording's layer and pushes none, so the stage is \\\n                     the host's own face and the body well is painted over the picture\"""", ""\""layers.push(marks::OverlayLayer::default())\"""", ""\""{signature} points a recording's stage at a layer that draws fills, so the \\\n                 host's own body well is painted over the picture it is showing\""""]"
1f1d2daa	src/main.rs	files_locate_door_tests::a_closed_window_stops_the_recording_it_was_showing	109900	109944	existing	"[""named body / positive requirement"", ""scoped negative""]"	"[""include_str!(\""main.rs\"")""]"	"[""sweep_video_seats""]"	"{""sweep_video_seats"": [{""symbol"": ""impl Runtime<'_>::sweep_video_seats"", ""start"": 57211, ""end"": 57303, ""moves"": true}]}"	"{""sweep_video_seats"": ""runtime/preview.rs""}"	subject moves: retarget atomically	parsed dependency closure; inferred classification; see test body	"[""src/main.rs:109109 files_locate_door_tests::SOURCE""]"	"[""\""the window is open\"""", ""\""and the reader closes it\"""", ""\""a window on its way out is still painted — that is what makes this \\\n             arm necessary rather than redundant\"""", ""\""and it is no longer one of the live ones\"""", ""\""    fn sweep_video_seats(\"""", ""\""PreviewSurface::Float(id) if self.window.float.live(*id).is_none()\"""", ""\""the seat sweep has no arm for a closed window, so a recording goes on \\\n                 playing for the length of the window's exit\"""", ""\""if !alive.contains(surface)\"""", ""\""the sweep still has its ordinary aliveness question\"""", ""\""the float's arm stands after the branch that reads the drawn list, so it \\\n             is never taken\""""]"
1f1d2daa	src/main.rs	files_locate_door_tests::opening_a_file_never_moves_the_files_tree	109957	109982	existing	"[""named body / positive requirement"", ""scoped negative""]"	"[""include_str!(\""main.rs\"")""]"	"[""activate_files_row"", ""locate_folder_in_files_column"", ""open_preview"", ""open_preview_at"", ""open_preview_file"", ""open_preview_file_on"", ""open_preview_source_on"", ""reroot_files_column"", ""show_folder_in_files_column""]"	"{""activate_files_row"": [{""symbol"": ""impl Runtime<'_>::activate_files_row"", ""start"": 83964, ""end"": 83980, ""moves"": true}], ""locate_folder_in_files_column"": [{""symbol"": ""impl Runtime<'_>::locate_folder_in_files_column"", ""start"": 55914, ""end"": 55938, ""moves"": true}], ""open_preview"": [{""symbol"": ""impl Runtime<'_>::open_preview"", ""start"": 84001, ""end"": 84003, ""moves"": true}], ""open_preview_at"": [{""symbol"": ""impl Runtime<'_>::open_preview_at"", ""start"": 84015, ""end"": 84044, ""moves"": true}], ""open_preview_file"": [{""symbol"": ""impl Runtime<'_>::open_preview_file"", ""start"": 57683, ""end"": 57705, ""moves"": true}], ""open_preview_file_on"": [{""symbol"": ""impl Runtime<'_>::open_preview_file_on"", ""start"": 58088, ""end"": 58091, ""moves"": true}], ""open_preview_source_on"": [{""symbol"": ""impl Runtime<'_>::open_preview_source_on"", ""start"": 58102, ""end"": 58130, ""moves"": true}], ""reroot_files_column"": [{""symbol"": ""impl Runtime<'_>::reroot_files_column"", ""start"": 73846, ""end"": 73869, ""moves"": true}], ""show_folder_in_files_column"": [{""symbol"": ""impl Runtime<'_>::show_folder_in_files_column"", ""start"": 56046, ""end"": 56079, ""moves"": true}]}"	"{""activate_files_row"": ""runtime/files.rs"", ""locate_folder_in_files_column"": ""runtime/files.rs"", ""open_preview"": ""runtime/preview.rs"", ""open_preview_at"": ""runtime/preview.rs"", ""open_preview_file"": ""runtime/preview.rs"", ""open_preview_file_on"": ""runtime/preview.rs"", ""open_preview_source_on"": ""runtime/preview.rs"", ""reroot_files_column"": ""runtime/files.rs"", ""show_folder_in_files_column"": ""runtime/files.rs""}"	subject moves: retarget atomically	parsed dependency closure; inferred classification; see test body	"[""src/main.rs:109109 files_locate_door_tests::SOURCE""]"	"[""\""reroot\"""", ""\""_files_column\"""", ""\""show_folder\"""", ""\""_in_files_column\"""", ""\""locate_folder\"""", ""\""_in_files_column\"""", ""\""    fn open_preview(\"""", ""\""    fn open_preview_at(\"""", ""\""    fn open_preview_file(\"""", ""\""    fn open_preview_file_on(\"""", ""\""    fn open_preview_source_on(\"""", ""\""    fn activate_files_row(\"""", ""\""{signature} moves the files tree by calling `{verb}` — \\\n                     opening a file has no side effect on the tree\""""]"
1f1d2daa	src/main.rs	files_locate_door_tests::re_rooting_is_reached_only_after_the_question_about_range	109998	110019	existing	"[""named body / positive requirement"", ""arity / uniqueness""]"	"[""include_str!(\""main.rs\"")""]"	"[""locate_folder"", ""locate_folder_in_files_column""]"	"{""locate_folder"": [], ""locate_folder_in_files_column"": [{""symbol"": ""impl Runtime<'_>::locate_folder_in_files_column"", ""start"": 55914, ""end"": 55938, ""moves"": true}]}"	"{""locate_folder_in_files_column"": ""runtime/files.rs""}"	subject moves: retarget atomically	parsed dependency closure; inferred classification; see test body	"[""src/main.rs:109109 files_locate_door_tests::SOURCE""]"	"[""\""self.show_folder\"""", ""\""_in_files_column(\"""", ""\""    fn locate_folder\"""", ""\""_in_files_column(\"""", ""\""the hard verb is called from two places — the soft verb's two arms \\\n             — and here it is called from {}:\\n{calls:#?}\"""", ""\""and both of them are inside the verb that asks whether the folder \\\n             is inside the tree first\""""]"
1f1d2daa	src/main.rs	file_peek_fade_tests::the_fade_owes_frames_while_it_climbs_and_the_card_leaves_at_once	110124	110157	existing	"[""named body / positive requirement"", ""scoped negative""]"	"[""include_str!(\""main.rs\"")""]"	"[""file_peek"", ""file_peek_deadline"", ""hide_file"", ""hide_file_peek"", ""opacity""]"	"{""file_peek"": [], ""file_peek_deadline"": [{""symbol"": ""impl Runtime<'_>::file_peek_deadline"", ""start"": 72739, ""end"": 72752, ""moves"": true}], ""hide_file"": [], ""hide_file_peek"": [{""symbol"": ""impl Runtime<'_>::hide_file_peek"", ""start"": 72231, ""end"": 72289, ""moves"": true}], ""opacity"": [{""symbol"": ""impl PaneTween::opacity"", ""start"": 28121, ""end"": 28126, ""moves"": false}, {""symbol"": ""file_peek_fade_tests::opacity"", ""start"": 110063, ""end"": 110069, ""moves"": false}]}"	"{""file_peek_deadline"": ""runtime/peek.rs"", ""hide_file_peek"": ""runtime/peek.rs""}"	subject moves: retarget atomically	parsed dependency closure; inferred classification; see test body	"[""src/main.rs:110043 file_peek_fade_tests::SOURCE""]"	"[""\""the frame it appears on owes the next\"""", ""\""the landing frame owes nothing more\"""", ""\""    fn file_peek\"""", ""\""_deadline(\"""", ""\""hover_fade_owes_frames(\"""", ""\""the card's wake-ups while it is up are the fade's own rule\"""", ""\""    fn hide_file\"""", ""\""_peek(\"""", ""\""self.window.file_peek = None;\"""", ""\""hiding takes the card down whole\"""", ""\""opacity\"""", ""\""fade\"""", ""\""and does it in one frame: there is no exit fade\""""]"
1f1d2daa	src/main.rs	file_peek_fade_tests::the_cards_fade_is_the_tips_rule_read_once_and_reaches_every_layer	110238	110266	existing	"[""named body / positive requirement"", ""scoped negative""]"	"[""include_str!(\""main.rs\"")""]"	"[""advance_file"", ""advance_file_peek"", ""cubic_bezier"", ""file_peek"", ""file_peek_layer"", ""file_peek_opacity""]"	"{""advance_file"": [], ""advance_file_peek"": [{""symbol"": ""impl Runtime<'_>::advance_file_peek"", ""start"": 72755, ""end"": 72792, ""moves"": true}], ""cubic_bezier"": [{""symbol"": ""cubic_bezier"", ""start"": 26093, ""end"": 26144, ""moves"": false}], ""file_peek"": [], ""file_peek_layer"": [{""symbol"": ""impl Runtime<'_>::file_peek_layer"", ""start"": 72816, ""end"": 72888, ""moves"": true}], ""file_peek_opacity"": [{""symbol"": ""impl Runtime<'_>::file_peek_opacity"", ""start"": 72713, ""end"": 72719, ""moves"": true}]}"	"{""advance_file_peek"": ""runtime/peek.rs"", ""file_peek_layer"": ""runtime/peek.rs"", ""file_peek_opacity"": ""runtime/peek.rs""}"	subject moves: retarget atomically	parsed dependency closure; inferred classification; see test body	"[""src/main.rs:110043 file_peek_fade_tests::SOURCE""]"	"[""\""    fn file_peek\"""", ""\""_opacity(\"""", ""\""tooltip::hover_fade_opacity(\"""", ""\""the card asks the tip's rule\"""", ""\""cubic_bezier\"""", ""\""TOOLTIP_FADE\"""", ""\""MOTION_FAST\"""", ""\""and keeps no {second_copy} of its own\"""", ""\""    fn file_peek\"""", ""\""_layer(\"""", ""\""for layer in &mut layers {\"""", ""\""the fade is folded over every layer the card put down\"""", ""\""layer.opacity *= opacity;\"""", ""\""and multiplied into whatever each layer already carried\"""", ""\""    fn advance_file\"""", ""\""_peek(\"""", ""\""self.file_peek_owes_frame(now)\"""", ""\""and the card's own turn is what wakes the loop while it climbs\""""]"
1f1d2daa	src/main.rs	formula_tool_seat_tests::the_marks_are_placed_under_the_hovered_bands_own_name	110326	110352	CHANGED	"[""named body / positive requirement"", ""scoped negative""]"	"[""include_str!(\""main.rs\"")""]"	"[""formula_tool"", ""formula_tool_layers"", ""math_tool"", ""math_tool_placement""]"	"{""formula_tool"": [], ""formula_tool_layers"": [{""symbol"": ""impl Runtime<'_>::formula_tool_layers"", ""start"": 89633, ""end"": 89663, ""moves"": true}], ""math_tool"": [], ""math_tool_placement"": [{""symbol"": ""impl Runtime<'_>::math_tool_placement"", ""start"": 89486, ""end"": 89503, ""moves"": true}]}"	"{""formula_tool_layers"": ""runtime/math.rs"", ""math_tool_placement"": ""runtime/math.rs""}"	subject moves: retarget atomically	parsed dependency closure; inferred classification; see test body	"[""src/main.rs:110296 formula_tool_seat_tests::SOURCE""]"	"[""\""    fn math_tool\"""", ""\""_placement<'a>(\"""", ""\""self.window.math_hover_anchor.as_ref()\"""", ""\""the band is named, and the name is the one the ground was laid under\"""", ""\""math_tool_boxes(body, frame, hovered)\"""", ""\""and the name is what the boxes are asked for\"""", ""\""frame_for(*seat)\"""", ""\""last_presented_frame\"""", ""\""asked of the frame handed in by this present:\\n{placed}\"""", ""\""    fn formula_tool\"""", ""\""_layers(&self, now: Instant)\"""", ""\""self.window.math_tools.as_ref()\"""", ""\""the overlay lane draws the marks this window is holding\"""", ""\""math_tool_boxes(\"""", ""\""and does no placing of its own:\\n{lane}\""""]"
1f1d2daa	src/main.rs	formula_tool_seat_tests::the_bands_own_turn_draws_the_marks_from_the_picture_that_lit_it	110366	110449	CHANGED	"[""named body / positive requirement"", ""scoped negative""]"	"[""include_str!(\""main.rs\"")""]"	"[""advance_math_tools"", ""math_tools"", ""math_tools_deadline"", ""math_tools_owe_frames"", ""present_retained_picture"", ""redraw"", ""sync_math_tools"", ""turn""]"	"{""advance_math_tools"": [], ""math_tools"": [], ""math_tools_deadline"": [{""symbol"": ""impl Runtime<'_>::math_tools_deadline"", ""start"": 89533, ""end"": 89535, ""moves"": true}], ""math_tools_owe_frames"": [{""symbol"": ""impl Runtime<'_>::math_tools_owe_frames"", ""start"": 89518, ""end"": 89523, ""moves"": true}], ""present_retained_picture"": [{""symbol"": ""impl Runtime<'_>::present_retained_picture"", ""start"": 105882, ""end"": 106039, ""moves"": true}], ""redraw"": [{""symbol"": ""impl Runtime<'_>::redraw"", ""start"": 106041, ""end"": 106392, ""moves"": true}], ""sync_math_tools"": [{""symbol"": ""impl Runtime<'_>::sync_math_tools"", ""start"": 89369, ""end"": 89429, ""moves"": true}], ""turn"": [{""symbol"": ""impl Runtime<'_>::turn"", ""start"": 106407, ""end"": 107179, ""moves"": true}]}"	"{""math_tools_deadline"": ""runtime/math.rs"", ""math_tools_owe_frames"": ""runtime/math.rs"", ""present_retained_picture"": ""runtime/preview.rs"", ""redraw"": ""runtime/frame.rs"", ""sync_math_tools"": ""runtime/math.rs"", ""turn"": ""runtime/frame.rs""}"	subject moves: retarget atomically	parsed dependency closure; inferred classification; see test body	"[""src/main.rs:110296 formula_tool_seat_tests::SOURCE""]"	"[""\""    fn sync_math_tools(\"""", ""\""math_hover_anchor.is_none()\"""", ""\""else if let Some(boxes) = placement\"""", ""\""    fn turn(&mut self, now: Instant, application_clocks: bool)\"""", ""\""self.advance_math_tools_if_due(now)\"""", ""\""the band's marks take a turn like every other hover this window fades in\"""", ""\""    fn advance_math_tools\"""", ""\""_if_due(&mut self, now: Instant)\"""", ""\""self.math_tools_owe_frames(now)\"""", ""\""self.present_chrome_change()?\"""", ""\""self.math_tool_placement\"""", ""\""the clock asks for a present and does not pretend to own its frame:\\n{advancer}\"""", ""\""    fn redraw(&mut self)\"""", ""\""    fn present_retained_picture(&mut self)\"""", ""\""self.math_tool_placement(frame_for)\"""", ""\""the present places marks from its handed frame set\"""", ""\""self.formula_toggle_layers(now, frame_for)\"""", ""\""the same frame set places the source face\"""", ""\""self.refresh_formula_overlay_for_present\"""", ""\""both lanes are rebuilt together\"""", ""\""Self::present_seats_and_commit\"""", ""\""and then that picture reaches the common funnel\"""", ""\""{drawing}\"""", ""\""    fn math_tools\"""", ""\""_owe_frames(&self, now: Instant)\"""", ""\""follow.owes_frames(now, self.app.motion)\"""", ""\""the journeys say whether they are still running\"""", ""\""TOOLTIP_FADE\"""", ""\""and the span is not spelled a second time here\"""", ""\""    fn math_tools\"""", ""\""_deadline(&self, now: Instant)\"""", ""\""self.animating_deadline(\"""", ""\""a moving surface wakes for its next frame, and the window says when that is:\\n{wake}\"""", ""\""pace::DEFAULT_FRAME_INTERVAL\"""", ""\""and it does not keep a rate of its own beside the window's:\\n{wake}\"""", ""\""self.math_tools_owe_frames(now)\"""", ""\""and only while it is moving\""""]"
1f1d2daa	src/main.rs	formula_tool_seat_tests::the_pointer_leaving_takes_the_marks_off_the_glass	110479	110534	NEW	"[""named body / positive requirement"", ""scoped negative""]"	"[""include_str!(\""main.rs\"")""]"	"[""leave_hovered"", ""update_math"", ""update_math_hover""]"	"{""leave_hovered"": [], ""update_math"": [], ""update_math_hover"": [{""symbol"": ""impl Runtime<'_>::update_math_hover"", ""start"": 89319, ""end"": 89345, ""moves"": true}]}"	"{""update_math_hover"": ""runtime/math.rs""}"	subject moves: retarget atomically	parsed dependency closure; inferred classification; see test body	"[""src/main.rs:110296 formula_tool_seat_tests::SOURCE""]"	"[""\""    fn update_math\"""", ""\""_hover(&mut self, now: Instant)\"""", ""\""self.leave_hovered_math(now, MathHoverExit::PointerLeft)?;\"""", ""\""a pointer that is on neither the band nor a mark ends the hover here:\\n{pointer}\"""", ""\""from_millis(500)\"""", ""\""and it arms no half-second first — every other hover in this window \\\n             leaves on the pointer's own event:\\n{pointer}\"""", ""\""mod formula_tool_seat_tests {\"""", ""\""self.window.math_hover\"""", ""\""_clear_at\"""", ""\""the grace's field is gone with it, so nothing can arm it again\"""", ""\""    fn leave_hovered\"""", ""\""_math(&mut self, now: Instant, why: MathHoverExit)\"""", ""\""self.present_chrome_change()?\"""", ""\""the band and its marks go through the present door together\"""", ""\""follow.leave(now, motion)\"""", ""\""and the marks go out over the ninety milliseconds they came in on:\\n{door}\"""", ""\""self.window.math_tools = None\"""", ""\""the follow is not dropped here — the exit it has just begun is what \\\n             drops it, a span later:\\n{door}\"""", ""\""self.window.math_hover_anchor = None\"""", ""\""self.window.math_tool_pressed = None\"""", ""\""and the three facts about the band under the pointer end together:\\n{door}\"""", ""\""if why == MathHoverExit::BandLeftTheScreen {\"""", ""\""self.settle_math_toggle()?;\"""", ""\""only a band leaving the screen lands the change of face it was in \\\n             the middle of:\\n{door}\""""]"
1f1d2daa	src/main.rs	formula_tool_seat_tests::math_hover_is_asked_again_when_the_picture_moved_under_a_resting_pointer	110561	110589	NEW	"[""named body / positive requirement"", ""scoped negative""]"	"[""include_str!(\""main.rs\"")""]"	"[""refresh_math_hover"", ""turn""]"	"{""refresh_math_hover"": [], ""turn"": [{""symbol"": ""impl Runtime<'_>::turn"", ""start"": 106407, ""end"": 107179, ""moves"": true}]}"	"{""turn"": ""runtime/frame.rs""}"	subject moves: retarget atomically	parsed dependency closure; inferred classification; see test body	"[""src/main.rs:110296 formula_tool_seat_tests::SOURCE""]"	"[""\""    fn refresh_math_hover\"""", ""\""_against_the_picture(&mut self, now: Instant)\"""", ""\""self.update_math_hover(now)?;\"""", ""\""the picture asks the pointer's own question through the pointer's own door:\\n{door}\"""", ""\""math_hit()\"""", ""\""and it does no hit testing of its own:\\n{door}\"""", ""\""    fn turn(&mut self, now: Instant, application_clocks: bool)\"""", ""\""self.refresh_math_hover_against_the_picture(now)\"""", ""\""every turn re-reads the band under a pointer that has not moved\"""", ""\""self.advance_math_toggle_if_due(now)\"""", ""\""and then pays the journeys that answer depends on\"""", ""\""the answer is this frame's before the frames are struck against it:\\n{turning}\""""]"
1f1d2daa	src/main.rs	formula_tool_seat_tests::math_hover_refuses_before_it_asks_the_picture	110614	110639	NEW	"[""named body / positive requirement"", ""scoped negative""]"	"[""include_str!(\""main.rs\"")""]"	"[""refresh_math_hover""]"	"{""refresh_math_hover"": []}"	{}	retained subject: no 2a move	parsed dependency closure; inferred classification; see test body	"[""src/main.rs:110296 formula_tool_seat_tests::SOURCE""]"	"[""\""    fn refresh_math_hover\"""", ""\""_against_the_picture(&mut self, now: Instant)\"""", ""\""if self.window.pointer_position.is_none() {\"""", ""\""a window with no pointer in it asks nothing\"""", ""\""if self.window.math_hover_revision == self.window.presented_picture_revision {\"""", ""\""and a glass holding the picture the hover already knows asks nothing\"""", ""\""self.update_math_hover(now)?;\"""", ""\""and everything else does\"""", ""\""both refusals stand ahead of the work they refuse:\\n{door}\"""", ""\""terminal_content_revision\"""", ""\""the picture asked about is the one on the glass, not the one in the slot:\\n{door}\""""]"
