commit	name	start	end	lines	destination	visibility	evidence	unresolved_callers	callers
1f1d2daa	sync_drop_preview	47792	47829	38	runtime/preview.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 47002, ""symbol"": ""impl Runtime<'_>::refresh_overlay_with_formula"", ""destination"": ""runtime/math.rs"", ""expression"": ""self.sync_drop_preview"", ""evidence"": ""direct-self""}]"
1f1d2daa	retire_drop_preview	47838	47847	10	runtime/preview.rs	private	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 47795, ""symbol"": ""impl Runtime<'_>::sync_drop_preview"", ""destination"": ""runtime/preview.rs"", ""expression"": ""self.retire_drop_preview"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 47810, ""symbol"": ""impl Runtime<'_>::sync_drop_preview"", ""destination"": ""runtime/preview.rs"", ""expression"": ""self.retire_drop_preview"", ""evidence"": ""direct-self""}]"
1f1d2daa	plan_inputs	47851	47853	3	unassigned	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 47794, ""symbol"": ""impl Runtime<'_>::sync_drop_preview"", ""destination"": ""runtime/preview.rs"", ""expression"": ""self.plan_inputs"", ""evidence"": ""direct-self""}]"
1f1d2daa	plan_inputs_for	47861	47908	48	unassigned	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 47852, ""symbol"": ""impl Runtime<'_>::plan_inputs"", ""destination"": ""unassigned"", ""expression"": ""self.plan_inputs_for"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 94023, ""symbol"": ""impl Runtime<'_>::commit_layout_drop"", ""destination"": ""runtime/panes.rs"", ""expression"": ""self.plan_inputs_for"", ""evidence"": ""direct-self""}]"
1f1d2daa	plan_for	47911	48007	97	unassigned	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 47804, ""symbol"": ""impl Runtime<'_>::sync_drop_preview"", ""destination"": ""runtime/preview.rs"", ""expression"": ""self.plan_for"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 94026, ""symbol"": ""impl Runtime<'_>::commit_layout_drop"", ""destination"": ""runtime/panes.rs"", ""expression"": ""self.plan_for"", ""evidence"": ""direct-self""}]"
1f1d2daa	pane_fade_veils	48016	48024	9	runtime/panes.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 47049, ""symbol"": ""impl Runtime<'_>::refresh_overlay_with_formula"", ""destination"": ""runtime/math.rs"", ""expression"": ""self.pane_fade_veils"", ""evidence"": ""direct-self""}]"
1f1d2daa	aimed_seat_kind	48035	48040	6	runtime/panes.rs	private	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 48100, ""symbol"": ""impl Runtime<'_>::dock_overlay_layers"", ""destination"": ""runtime/panes.rs"", ""expression"": ""self.aimed_seat_kind"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 94049, ""symbol"": ""impl Runtime<'_>::commit_layout_drop"", ""destination"": ""runtime/panes.rs"", ""expression"": ""self.aimed_seat_kind"", ""evidence"": ""direct-self""}]"
1f1d2daa	paste_offer_at	48061	48073	13	runtime/clipboard.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 47946, ""symbol"": ""impl Runtime<'_>::plan_for"", ""destination"": ""unassigned"", ""expression"": ""self.paste_offer_at"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 93610, ""symbol"": ""impl Runtime<'_>::drive_drag"", ""destination"": ""runtime/mouse.rs"", ""expression"": ""self.paste_offer_at"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 93996, ""symbol"": ""impl Runtime<'_>::paste_offer_kept"", ""destination"": ""runtime/clipboard.rs"", ""expression"": ""self.paste_offer_at"", ""evidence"": ""direct-self""}]"
1f1d2daa	dock_overlay_layers	48081	48119	39	runtime/panes.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 47049, ""symbol"": ""impl Runtime<'_>::refresh_overlay_with_formula"", ""destination"": ""runtime/math.rs"", ""expression"": ""self.dock_overlay_layers"", ""evidence"": ""direct-self""}]"
1f1d2daa	drag_ghost_layer	48127	48239	113	runtime/mouse.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 47426, ""symbol"": ""impl Runtime<'_>::refresh_overlay_with_formula"", ""destination"": ""runtime/math.rs"", ""expression"": ""self.drag_ghost_layer"", ""evidence"": ""direct-self""}]"
1f1d2daa	forget_the_ghost	48242	48244	3	runtime/terminal.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 48160, ""symbol"": ""impl Runtime<'_>::drag_ghost_layer"", ""destination"": ""runtime/mouse.rs"", ""expression"": ""self.forget_the_ghost"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 48168, ""symbol"": ""impl Runtime<'_>::drag_ghost_layer"", ""destination"": ""runtime/mouse.rs"", ""expression"": ""self.forget_the_ghost"", ""evidence"": ""direct-self""}]"
1f1d2daa	drag_label	48255	48334	80	runtime/mouse.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	1	"[{""file"": ""src/main.rs"", ""line"": 48166, ""symbol"": ""impl Runtime<'_>::drag_ghost_layer"", ""destination"": ""runtime/mouse.rs"", ""expression"": ""self.drag_label"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 93535, ""symbol"": ""impl Runtime<'_>::publish_to_broker"", ""destination"": ""runtime/frame.rs"", ""expression"": ""self\n            .drag_label"", ""evidence"": ""receiver-unresolved""}]"
1f1d2daa	tooltip_layer	48342	48426	85	runtime/tooltips.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 47415, ""symbol"": ""impl Runtime<'_>::refresh_overlay_with_formula"", ""destination"": ""runtime/math.rs"", ""expression"": ""self.tooltip_layer"", ""evidence"": ""direct-self""}]"
1f1d2daa	key_hint_layer	48436	48467	32	runtime/keyboard.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 47407, ""symbol"": ""impl Runtime<'_>::refresh_overlay_with_formula"", ""destination"": ""runtime/math.rs"", ""expression"": ""self.key_hint_layer"", ""evidence"": ""direct-self""}]"
1f1d2daa	key_hints_offered	48495	48508	14	runtime/keyboard.rs	private	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 48520, ""symbol"": ""impl Runtime<'_>::key_hint_on_screen"", ""destination"": ""runtime/keyboard.rs"", ""expression"": ""self.key_hints_offered"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 48550, ""symbol"": ""impl Runtime<'_>::note_key_hint"", ""destination"": ""runtime/keyboard.rs"", ""expression"": ""self.key_hints_offered"", ""evidence"": ""direct-self""}]"
1f1d2daa	key_hint_on_screen	48518	48522	5	runtime/keyboard.rs	private	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 48447, ""symbol"": ""impl Runtime<'_>::key_hint_layer"", ""destination"": ""runtime/keyboard.rs"", ""expression"": ""self.key_hint_on_screen"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 48526, ""symbol"": ""impl Runtime<'_>::key_hint_owes_frame"", ""destination"": ""runtime/keyboard.rs"", ""expression"": ""self.key_hint_on_screen"", ""evidence"": ""direct-self""}]"
1f1d2daa	key_hint_owes_frame	48525	48527	3	runtime/keyboard.rs	private	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 48534, ""symbol"": ""impl Runtime<'_>::key_hint_deadline"", ""destination"": ""runtime/keyboard.rs"", ""expression"": ""self.key_hint_owes_frame"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 48578, ""symbol"": ""impl Runtime<'_>::advance_key_hint_if_due"", ""destination"": ""runtime/keyboard.rs"", ""expression"": ""self.key_hint_owes_frame"", ""evidence"": ""direct-self""}]"
1f1d2daa	key_hint_deadline	48532	48546	15	runtime/keyboard.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 106965, ""symbol"": ""impl Runtime<'_>::turn"", ""destination"": ""runtime/frame.rs"", ""expression"": ""self.key_hint_deadline"", ""evidence"": ""direct-self""}]"
1f1d2daa	note_key_hint	48549	48560	12	runtime/keyboard.rs	pub(crate)	inferred; minimum for listed candidate callers	1	"[{""file"": ""src/main.rs"", ""line"": 106726, ""symbol"": ""impl Runtime<'_>::turn"", ""destination"": ""runtime/frame.rs"", ""expression"": ""self.note_key_hint"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 119279, ""symbol"": ""impl ApplicationHandler<AppEvent> for FolioApp::window_event"", ""destination"": ""src/main.rs"", ""expression"": ""runtime.note_key_hint"", ""evidence"": ""receiver-unresolved""}]"
1f1d2daa	advance_key_hint_if_due	48570	48582	13	runtime/keyboard.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 106729, ""symbol"": ""impl Runtime<'_>::turn"", ""destination"": ""runtime/frame.rs"", ""expression"": ""self.advance_key_hint_if_due"", ""evidence"": ""direct-self""}]"
1f1d2daa	spend_key_hint	48604	48609	6	runtime/keyboard.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 96190, ""symbol"": ""impl Runtime<'_>::mouse_input"", ""destination"": ""runtime/mouse.rs"", ""expression"": ""self.spend_key_hint"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 100254, ""symbol"": ""impl Runtime<'_>::mouse_wheel"", ""destination"": ""runtime/mouse.rs"", ""expression"": ""self.spend_key_hint"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 100978, ""symbol"": ""impl Runtime<'_>::keyboard_input"", ""destination"": ""runtime/keyboard.rs"", ""expression"": ""self.spend_key_hint"", ""evidence"": ""direct-self""}]"
1f1d2daa	hide_key_hint	48613	48618	6	runtime/keyboard.rs	private	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 55658, ""symbol"": ""impl Runtime<'_>::apply_key_hints"", ""destination"": ""runtime/keyboard.rs"", ""expression"": ""self.hide_key_hint"", ""evidence"": ""direct-self""}]"
1f1d2daa	staged_card_head	48634	48639	6	runtime/focus.rs	private	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 48652, ""symbol"": ""impl Runtime<'_>::card_hint_layer"", ""destination"": ""runtime/focus.rs"", ""expression"": ""self.staged_card_head"", ""evidence"": ""direct-self""}]"
1f1d2daa	card_hint_layer	48648	48665	18	runtime/focus.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 47413, ""symbol"": ""impl Runtime<'_>::refresh_overlay_with_formula"", ""destination"": ""runtime/math.rs"", ""expression"": ""self.card_hint_layer"", ""evidence"": ""direct-self""}]"
1f1d2daa	note_card_hint	48684	48701	18	runtime/focus.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 106737, ""symbol"": ""impl Runtime<'_>::turn"", ""destination"": ""runtime/frame.rs"", ""expression"": ""self.note_card_hint"", ""evidence"": ""direct-self""}]"
1f1d2daa	advance_card_hint	48709	48724	16	runtime/focus.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 106740, ""symbol"": ""impl Runtime<'_>::turn"", ""destination"": ""runtime/frame.rs"", ""expression"": ""self.advance_card_hint"", ""evidence"": ""direct-self""}]"
1f1d2daa	repaint_card_hint	48735	48742	8	runtime/focus.rs	private	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 48698, ""symbol"": ""impl Runtime<'_>::note_card_hint"", ""destination"": ""runtime/focus.rs"", ""expression"": ""self.repaint_card_hint"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 48721, ""symbol"": ""impl Runtime<'_>::advance_card_hint"", ""destination"": ""runtime/focus.rs"", ""expression"": ""self.repaint_card_hint"", ""evidence"": ""direct-self""}]"
1f1d2daa	card_hint_deadline	48747	48758	12	runtime/focus.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 106971, ""symbol"": ""impl Runtime<'_>::turn"", ""destination"": ""runtime/frame.rs"", ""expression"": ""self.card_hint_deadline"", ""evidence"": ""direct-self""}]"
1f1d2daa	toggle_profile_menu	48769	48777	9	runtime/profiles.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 78822, ""symbol"": ""impl Runtime<'_>::advance_chevrons"", ""destination"": ""runtime/floats.rs"", ""expression"": ""self.toggle_profile_menu"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 96057, ""symbol"": ""impl Runtime<'_>::chrome_mouse_input"", ""destination"": ""runtime/mouse.rs"", ""expression"": ""self.toggle_profile_menu"", ""evidence"": ""direct-self""}]"
1f1d2daa	close_popups_except	48795	48808	14	runtime/floats.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 48770, ""symbol"": ""impl Runtime<'_>::toggle_profile_menu"", ""destination"": ""runtime/profiles.rs"", ""expression"": ""self.close_popups_except"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 73988, ""symbol"": ""impl Runtime<'_>::toggle_root_menu"", ""destination"": ""runtime/profiles.rs"", ""expression"": ""self.close_popups_except"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 74843, ""symbol"": ""impl Runtime<'_>::toggle_preview_menu"", ""destination"": ""runtime/preview.rs"", ""expression"": ""self.close_popups_except"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 75024, ""symbol"": ""impl Runtime<'_>::open_file_menu"", ""destination"": ""runtime/floats.rs"", ""expression"": ""self.close_popups_except"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 75612, ""symbol"": ""impl Runtime<'_>::open_git_menu_at"", ""destination"": ""runtime/git.rs"", ""expression"": ""self.close_popups_except"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 76509, ""symbol"": ""impl Runtime<'_>::open_term_menu_at"", ""destination"": ""runtime/floats.rs"", ""expression"": ""self.close_popups_except"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 76541, ""symbol"": ""impl Runtime<'_>::open_page_menu_at"", ""destination"": ""runtime/floats.rs"", ""expression"": ""self.close_popups_except"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 77044, ""symbol"": ""impl Runtime<'_>::open_tab_menu_at"", ""destination"": ""runtime/tabs.rs"", ""expression"": ""self.close_popups_except"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 77812, ""symbol"": ""impl Runtime<'_>::open_pane_menu"", ""destination"": ""runtime/panes.rs"", ""expression"": ""self.close_popups_except"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 79272, ""symbol"": ""impl Runtime<'_>::toggle_graph_filter_menu"", ""destination"": ""runtime/git.rs"", ""expression"": ""self.close_popups_except"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 98219, ""symbol"": ""impl Runtime<'_>::open_command_palette"", ""destination"": ""runtime/palette.rs"", ""expression"": ""self.close_popups_except"", ""evidence"": ""direct-self""}]"
1f1d2daa	close_popup	48817	48863	47	runtime/floats.rs	pub(crate)	inferred; minimum for listed candidate callers	4	"[{""file"": ""src/main.rs"", ""line"": 48797, ""symbol"": ""impl Runtime<'_>::close_popups_except"", ""destination"": ""runtime/floats.rs"", ""expression"": ""self.close_popup"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 48878, ""symbol"": ""impl Runtime<'_>::close_every_popup"", ""destination"": ""runtime/floats.rs"", ""expression"": ""self.close_popup"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 48996, ""symbol"": ""impl Runtime<'_>::close_rail_popups"", ""destination"": ""runtime/panes.rs"", ""expression"": ""self.close_popup"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 49139, ""symbol"": ""impl Runtime<'_>::close_profile_menu"", ""destination"": ""runtime/profiles.rs"", ""expression"": ""self.close_popup"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 50790, ""symbol"": ""impl Runtime<'_>::settings_mouse_input"", ""destination"": ""runtime/settings.rs"", ""expression"": ""self.window.settings.close_popup"", ""evidence"": ""receiver-unresolved""}, {""file"": ""src/main.rs"", ""line"": 50793, ""symbol"": ""impl Runtime<'_>::settings_mouse_input"", ""destination"": ""runtime/settings.rs"", ""expression"": ""self.window.settings.close_popup"", ""evidence"": ""receiver-unresolved""}, {""file"": ""src/main.rs"", ""line"": 98231, ""symbol"": ""impl Runtime<'_>::close_command_palette"", ""destination"": ""runtime/palette.rs"", ""expression"": ""self.close_popup"", ""evidence"": ""direct-self""}, {""file"": ""src/settings.rs"", ""line"": 26965, ""symbol"": ""settings::tests::a_press_outside_an_open_dropdown_closes_it_and_still_lands"", ""destination"": ""src/settings.rs"", ""expression"": ""panel.close_popup"", ""evidence"": ""receiver-unresolved""}, {""file"": ""src/settings.rs"", ""line"": 27097, ""symbol"": ""settings::tests::one_of_this_dialogs_popups_at_a_time"", ""destination"": ""src/settings.rs"", ""expression"": ""panel.close_popup"", ""evidence"": ""receiver-unresolved""}]"
1f1d2daa	close_every_popup	48876	48882	7	runtime/floats.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 40720, ""symbol"": ""impl Runtime<'_>::activate_tab"", ""destination"": ""runtime/tabs.rs"", ""expression"": ""self.close_every_popup"", ""evidence"": ""direct-self""}]"
1f1d2daa	hover_float_up	48893	48895	3	runtime/mouse.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 106638, ""symbol"": ""impl Runtime<'_>::turn"", ""destination"": ""runtime/frame.rs"", ""expression"": ""self.hover_float_up"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 106783, ""symbol"": ""impl Runtime<'_>::turn"", ""destination"": ""runtime/frame.rs"", ""expression"": ""self.hover_float_up"", ""evidence"": ""direct-self""}]"
1f1d2daa	popups_up	48927	48956	30	runtime/floats.rs	pub(crate)	inferred; minimum for listed candidate callers	1	"[{""file"": ""src/ime_outbound.rs"", ""line"": 165, ""symbol"": ""ime_outbound::impl Runtime<'_>::trace_ime_owner"", ""destination"": ""src/ime_outbound.rs"", ""expression"": ""self.popups_up"", ""evidence"": ""receiver-unresolved""}, {""file"": ""src/main.rs"", ""line"": 48979, ""symbol"": ""impl Runtime<'_>::rail_grew_a_popup"", ""destination"": ""runtime/panes.rs"", ""expression"": ""self.popups_up"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 49006, ""symbol"": ""impl Runtime<'_>::hover_float_is_up"", ""destination"": ""runtime/mouse.rs"", ""expression"": ""self.popups_up"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 62523, ""symbol"": ""impl Runtime<'_>::keyboard_owner"", ""destination"": ""runtime/keyboard.rs"", ""expression"": ""self.popups_up"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 70824, ""symbol"": ""impl Runtime<'_>::head_that_raised_a_layer"", ""destination"": ""unassigned"", ""expression"": ""self.popups_up"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 101743, ""symbol"": ""impl Runtime<'_>::keyboard_input"", ""destination"": ""runtime/keyboard.rs"", ""expression"": ""self.popups_up"", ""evidence"": ""direct-self""}]"
1f1d2daa	tab_surface_now	48964	48967	4	runtime/tabs.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 48860, ""symbol"": ""impl Runtime<'_>::close_popup"", ""destination"": ""runtime/floats.rs"", ""expression"": ""self.tab_surface_now"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 48980, ""symbol"": ""impl Runtime<'_>::rail_grew_a_popup"", ""destination"": ""runtime/panes.rs"", ""expression"": ""self.tab_surface_now"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 48993, ""symbol"": ""impl Runtime<'_>::close_rail_popups"", ""destination"": ""runtime/panes.rs"", ""expression"": ""self.tab_surface_now"", ""evidence"": ""direct-self""}]"
1f1d2daa	rail_grew_a_popup	48978	48984	7	runtime/panes.rs	private	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 99173, ""symbol"": ""impl Runtime<'_>::drive_rail_zone"", ""destination"": ""runtime/panes.rs"", ""expression"": ""self.rail_grew_a_popup"", ""evidence"": ""direct-self""}]"
1f1d2daa	close_rail_popups	48992	48999	8	runtime/panes.rs	private	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 99243, ""symbol"": ""impl Runtime<'_>::set_rail_state"", ""destination"": ""runtime/panes.rs"", ""expression"": ""self.close_rail_popups"", ""evidence"": ""direct-self""}]"
1f1d2daa	hover_float_is_up	49004	49019	16	runtime/mouse.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 48894, ""symbol"": ""impl Runtime<'_>::hover_float_up"", ""destination"": ""runtime/mouse.rs"", ""expression"": ""self.hover_float_is_up"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 49024, ""symbol"": ""impl Runtime<'_>::hover_float_free"", ""destination"": ""runtime/mouse.rs"", ""expression"": ""self.hover_float_is_up"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 49037, ""symbol"": ""impl Runtime<'_>::glancing_row_at"", ""destination"": ""unassigned"", ""expression"": ""self.hover_float_is_up"", ""evidence"": ""direct-self""}]"
1f1d2daa	hover_float_free	49023	49025	3	runtime/mouse.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	4	"[{""file"": ""src/main.rs"", ""line"": 49109, ""symbol"": ""impl Runtime<'_>::rearm_hover_intents"", ""destination"": ""runtime/mouse.rs"", ""expression"": ""self\n            .hover_float_free"", ""evidence"": ""receiver-unresolved""}, {""file"": ""src/main.rs"", ""line"": 49118, ""symbol"": ""impl Runtime<'_>::rearm_hover_intents"", ""destination"": ""runtime/mouse.rs"", ""expression"": ""self\n            .hover_float_free"", ""evidence"": ""receiver-unresolved""}, {""file"": ""src/main.rs"", ""line"": 78531, ""symbol"": ""impl Runtime<'_>::observe_chevrons"", ""destination"": ""runtime/floats.rs"", ""expression"": ""self.hover_float_free"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 91327, ""symbol"": ""impl Runtime<'_>::pointer_moved"", ""destination"": ""runtime/mouse.rs"", ""expression"": ""self\n            .hover_float_free"", ""evidence"": ""receiver-unresolved""}, {""file"": ""src/main.rs"", ""line"": 91361, ""symbol"": ""impl Runtime<'_>::pointer_moved"", ""destination"": ""runtime/mouse.rs"", ""expression"": ""self\n            .hover_float_free"", ""evidence"": ""receiver-unresolved""}]"
1f1d2daa	glancing_row_at	49036	49042	7	unassigned	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 49114, ""symbol"": ""impl Runtime<'_>::rearm_hover_intents"", ""destination"": ""runtime/mouse.rs"", ""expression"": ""self.glancing_row_at"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 91344, ""symbol"": ""impl Runtime<'_>::pointer_moved"", ""destination"": ""runtime/mouse.rs"", ""expression"": ""self.glancing_row_at"", ""evidence"": ""direct-self""}]"
1f1d2daa	close_hover_floats_except	49050	49088	39	runtime/mouse.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 48807, ""symbol"": ""impl Runtime<'_>::close_popups_except"", ""destination"": ""runtime/floats.rs"", ""expression"": ""self.close_hover_floats_except"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 48881, ""symbol"": ""impl Runtime<'_>::close_every_popup"", ""destination"": ""runtime/floats.rs"", ""expression"": ""self.close_hover_floats_except"", ""evidence"": ""direct-self""}]"
1f1d2daa	rearm_hover_intents	49104	49123	20	runtime/mouse.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 106785, ""symbol"": ""impl Runtime<'_>::turn"", ""destination"": ""runtime/frame.rs"", ""expression"": ""self.rearm_hover_intents"", ""evidence"": ""direct-self""}]"
1f1d2daa	close_profile_menu	49128	49149	22	runtime/profiles.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 78826, ""symbol"": ""impl Runtime<'_>::advance_chevrons"", ""destination"": ""runtime/floats.rs"", ""expression"": ""self.close_profile_menu"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 96757, ""symbol"": ""impl Runtime<'_>::mouse_input"", ""destination"": ""runtime/mouse.rs"", ""expression"": ""self.close_profile_menu"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 96794, ""symbol"": ""impl Runtime<'_>::mouse_input"", ""destination"": ""runtime/mouse.rs"", ""expression"": ""self.close_profile_menu"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 101511, ""symbol"": ""impl Runtime<'_>::keyboard_input"", ""destination"": ""runtime/keyboard.rs"", ""expression"": ""self.close_profile_menu"", ""evidence"": ""direct-self""}]"
1f1d2daa	start_chevron_turn	49159	49169	11	runtime/floats.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 48772, ""symbol"": ""impl Runtime<'_>::toggle_profile_menu"", ""destination"": ""runtime/profiles.rs"", ""expression"": ""self.start_chevron_turn"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 48823, ""symbol"": ""impl Runtime<'_>::close_popup"", ""destination"": ""runtime/floats.rs"", ""expression"": ""self.start_chevron_turn"", ""evidence"": ""direct-self""}]"
1f1d2daa	toggle_settings_panel	49176	49233	58	runtime/settings.rs	pub(in crate::runtime)	inferred; minimum for listed candidate callers	0	"[{""file"": ""src/main.rs"", ""line"": 56346, ""symbol"": ""impl Runtime<'_>::run_shortcut"", ""destination"": ""runtime/keyboard.rs"", ""expression"": ""self.toggle_settings_panel"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 96074, ""symbol"": ""impl Runtime<'_>::chrome_mouse_input"", ""destination"": ""runtime/mouse.rs"", ""expression"": ""self.toggle_settings_panel"", ""evidence"": ""direct-self""}, {""file"": ""src/main.rs"", ""line"": 99007, ""symbol"": ""impl Runtime<'_>::open_settings_on_row"", ""destination"": ""runtime/settings.rs"", ""expression"": ""self.toggle_settings_panel"", ""evidence"": ""direct-self""}]"
